ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,D1_Ps,D1_Tobs,D2_noiseRV_mean,D2_noiseRV_median,D2_noiseRV_stdev,VALID_RECORD,all_times_nhist_numpeaks,all_times_nhist_peak1_bin,all_times_nhist_peak2_bin,all_times_nhist_peak3_bin,all_times_nhist_peak4_bin,all_times_nhist_peak_1_to_2,all_times_nhist_peak_1_to_3,all_times_nhist_peak_1_to_4,all_times_nhist_peak_2_to_3,all_times_nhist_peak_2_to_4,all_times_nhist_peak_3_to_4,all_times_nhist_peak_val,avg_double_to_single_step,avg_err,avgt,cad_probs_1,cad_probs_10,cad_probs_20,cad_probs_30,cad_probs_40,cad_probs_50,cad_probs_100,cad_probs_500,cad_probs_1000,cad_probs_5000,cad_probs_10000,cad_probs_50000,cad_probs_100000,cad_probs_500000,cad_probs_1000000,cad_probs_5000000,cad_probs_10000000,cads_avg,cads_med,cads_std,mean,med_double_to_single_step,med_err,n_epochs,std_double_to_single_step,std_err,total_time,amplitude,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,max_slope,maximum,median,median_absolute_deviation,minimum,percent_amplitude,percent_beyond_1_std,percent_close_to_median,percent_difference_flux_percentile,period_fast,qso_log_chi2_qsonu,qso_log_chi2nuNULL_chi2nu,skew,std,stetson_j,stetson_k,weighted_average,fold2P_slope_10percentile,fold2P_slope_90percentile,freq1_amplitude1,freq1_amplitude2,freq1_amplitude3,freq1_amplitude4,freq1_freq,freq1_lambda,freq1_rel_phase2,freq1_rel_phase3,freq1_rel_phase4,freq1_signif,freq2_amplitude1,freq2_amplitude2,freq2_amplitude3,freq2_amplitude4,freq2_freq,freq2_rel_phase2,freq2_rel_phase3,freq2_rel_phase4,freq3_amplitude1,freq3_amplitude2,freq3_amplitude3,freq3_amplitude4,freq3_freq,freq3_rel_phase2,freq3_rel_phase3,freq3_rel_phase4,freq_amplitude_ratio_21,freq_amplitude_ratio_31,freq_frequency_ratio_21,freq_frequency_ratio_31,freq_model_max_delta_mags,freq_model_min_delta_mags,freq_model_phi1_phi2,freq_n_alias,freq_signif_ratio_21,freq_signif_ratio_31,freq_varrat,freq_y_offset,linear_trend,medperc90_2p_p,p2p_scatter_2praw,p2p_scatter_over_mad,p2p_scatter_pfold_over_mad,p2p_ssqr_diff_over_var,scatter_res_raw
RV-558,True,67.07111923316499,1.395447983733803,-38.13768666836495,2457599.3764900914,0.9253199883812878,0.0025,0.25,0.25142352107598,0.7249704473844948,2.922236813500851,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457599.5014900914,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,4.2311164332928313e-10,-37.888274860245396,10737417.0,0.0001,101.0,,1.3552527156068805e-20,0.25,8.282305962035577,0.011418768545252724,0.029371883703161843,0.06083902991921354,0.09881507130862054,0.2106208535713435,4183.131517950722,-29.14118313824356,-37.82793485867474,2.3100011312845083,-45.705795062314714,1415.2635613593807,0.24752475247524752,0.31683168316831684,158.9861728212712,0.015065686392672053,18.223502046578215,0.10330574894800956,0.014232009063787089,3.221741468698955,26.08996142896167,1.0138099045529436,-37.88827486024539,-5.5532308560502835e-05,6.013562509512385e-05,0.46439306729592206,0.029638796165510593,0.0044595153242027235,0.0007381647869680569,23.200000000000003,249.79286586794612,-2.0275055366776047,1.1069640554529305,1.7865718427197503,1.587726612190803,0.29389227225017234,0.006360177074511886,0.005881703915762428,0.001162653122878522,13.600000000000001,-1.9810276594901197,0.2620124091626928,2.9006121339894655,1.2815410498548306e-06,6.341957372207811e-08,8.478089804770502e-09,2.7076958278664984e-09,4.0,-0.7860976668983644,-3.044174466031519,2.7449591622764022,0.632852410914432,2.7596041803918723e-06,0.5862068965517241,0.17241379310344826,1.2288454698250462e-09,6.788927864320726e-09,0.3718037298386381,1.0,0.8478352790689846,0.717897145566324,0.0067777041105367836,-0.010292767968095973,-5.839231623246722,1.09747554514283,1.2627817867267612,1.1248415447756865,1.397116932180348,1.7945616793045733,0.8545959918011353
RV-559,False,0.0,0.0,613.665967561743,2457702.048045548,0.0,0.0025,0.25,0.0889316804008191,-0.4218856969288666,3.161864461203693,True,8.0,4.0,8.0,17.0,21.0,1.1142857142857143,1.4130434782608694,1.5853658536585367,1.2681159420289854,1.4227642276422765,1.1219512195121952,7.841584158415841,inf,9.999999999999999e-05,2457702.173045548,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,613.7548992421438,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,10.038176633376054,0.021249073269841018,0.03932350971045841,0.061641485881209275,0.09598751862896412,0.3152981110899533,6878.105753568049,623.8300738284869,613.2440818648141,1.9303726191882333,603.7537205617348,6252.807676330678,0.24752475247524752,0.5148514851485149,60.74039633300835,0.008051529790660225,18.38769121783347,-0.0984037606641456,0.001951390023865554,3.1618644612036944,25.37443040641236,0.9631776629921813,613.7548992421437,-4.4537491781639985e-05,3.689137262372276e-05,0.0800726466549706,0.003861044352216531,0.000886021706943888,0.00019952690613212848,13.600000000000001,1577.3415391809533,0.19159710058418145,-0.7861287874458303,-1.6826002250062477,1.1379593460729547,1.2985319953478822e-06,9.251108286240983e-08,7.037582475994004e-09,8.30112223438016e-09,16.8,-1.7848936396757493,1.4315249562989873,0.47568767583715243,1.2985293565967818e-06,9.251106339765438e-08,7.037581232292485e-09,8.301121959140158e-09,16.8,-1.7848937063511707,1.431524657640565,0.47568742201503805,1.62169236261566e-05,1.621689067169324e-05,1.2352941176470587,1.2352941176470587,1.7463620827218307e-10,5.187711371590353e-10,0.3253632892597113,0.0,0.942748545351781,0.9427481313204378,2.6369944786929675e-05,0.006467207947935094,1.156352453845007,0.9968905656785462,0.819277970505279,1.358598612627973,1.5386312020647739,2.1942761248607163,0.9828231888656197
RV-560,True,42.123541725685946,0.8662569456963686,126.08067950318036,2457689.332616796,0.5473263897831204,0.0025,0.25,0.2738001562699644,0.6773490343430546,3.2735336028185587,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457689.457616796,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,126.3637105068314,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,8.498308657866644,0.012035385401899079,0.031779056640801766,0.0484479026241173,0.08356273890495812,0.2038838172188444,5606.427566136328,133.84388075942422,126.5614127891078,1.9430757598325954,116.84726344369093,7684.280765669405,0.297029702970297,0.39603960396039606,152.12966306943144,0.006610608704849542,18.47671387985675,-0.09411017108032253,-0.3090897584756044,3.3128869474444445,25.66966490349827,0.9667459319206609,126.3637105068314,-9.771827481313806e-06,1.2476319977879885e-05,0.46384422863966673,0.04711976869214958,0.004743524782381184,0.0003533923325305945,4.0,249.79286586794612,-0.5845173993028261,-2.4195378987136276,2.7338893983918138,1.5359398368584358,0.4202230248571968,0.025614772457948114,0.0019201074296486815,0.002102399137502743,4.0,-2.0275767384471917,-1.456616393571932,-1.5698992269212353,0.005349742449395181,0.00010687144408821516,5.605307636189516e-05,3.002088156867071e-05,26.400000000000002,-3.0148703722833394,-2.210825921883781,-2.390938330916365,0.9059572134584934,0.011533489303261507,1.0,6.6000000000000005,1.2385922287805329e-09,1.2015793582342837e-08,0.30927005856042344,2.0,0.9148691412075597,0.7577610383797719,0.0006599206873721421,0.011581487629712228,1.3913561548846356,0.9924486372844318,1.0,1.4492666154826344,1.4323121494207331,2.2066081559429898,1.0720515165403328
RV-561,False,0.0,0.0,-432.31324475353085,2457673.0131757623,0.0,0.0025,0.25,-0.5099455548537076,-0.6693050728416745,3.550132033086132,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457673.1381757623,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,1.5132200726561176e-10,-432.8231903083845,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,11.517630767747733,0.008397136660880173,0.014841357033637986,0.026090781985863246,0.05655641175173708,0.2766312337647721,6516.830568620961,-422.8585315109834,-432.98254982637246,2.2012297175648428,-445.8937930464789,146047.5629392064,0.25742574257425743,0.5445544554455446,184.07945847412745,0.006577216521967903,18.66793316617136,-0.14699986452510838,-0.2591132690938299,3.55013203308614,27.28919642897619,0.9552530198421306,-432.82319030838454,-3.015092851358403e-05,3.367952411596569e-05,0.7571820367920962,0.03885978801103427,0.012848117794177124,0.002100014745056765,10.4,157.57728127594015,2.3524360528443373,1.2822299909118668,0.43212805938173626,1.9423885369187701,0.13811233699709707,0.010031400571847239,0.0007351775547036934,0.00030916130613654137,16.8,2.5602837875506297,-2.702765314874936,0.1309225066772528,0.13710210321851773,0.00787341541962877,0.0005701913005020167,0.00022470520949127655,16.8,2.908765362492365,2.407150723657207,-0.13653822774784022,0.1824030818034572,0.1810688798157036,1.6153846153846154,1.6153846153846154,7.280895442107749e-09,5.928461055404455e-10,0.3841412760920155,0.0,0.597858345468118,0.609381334444906,6.31946147672551e-05,-0.05783007232611226,0.6922301417773011,1.0076955144454944,0.782378041492755,1.47302849818543,1.3912729621306466,2.3480557168825924,0.9592912437083757
RV-562,True,31.281851790538568,0.6362817046477878,-2743.095172524717,2457411.20644734,0.3830583604627056,0.0025,0.25,-0.9728479666982588,-1.548963419900324,3.074898394250014,True,10.0,4.0,9.0,13.0,17.0,1.1173184357541899,1.2195121951219512,1.3605442176870748,1.0914634146341462,1.217687074829932,1.1156462585034015,8.198019801980198,inf,9.999999999999999e-05,2457411.3314473396,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,-2744.065842486043,10737419.0,0.0001,101.0,,1.3552527156068805e-20,0.25,11.815409353820087,,,,,,8328.211337026298,-2727.988142029185,-2744.413901398946,2.1105178871939643,-2751.618960736825,,0.2376237623762376,0.5841584158415841,,0.005592340730136006,18.222576728357797,0.005340566155667626,1.1423495971405022,3.066315848487102,22.403879565016325,0.9000257427925075,-2744.065842486043,-7.318136746344334e-05,4.858153076082024e-05,0.277704257416966,0.005470397857773904,0.002231762858972245,0.0018704580342953812,26.400000000000002,395.973806206598,1.3095448646490786,1.4491801762294554,-2.7475198964226557,1.3302630082557134,0.01275334066563753,0.0007657438704420822,9.103254214508506e-05,4.455242956247569e-05,16.8,1.489464713419146,1.9088971947044489,-0.7916547230347069,1.2702655460024082e-06,7.62702176186792e-08,9.067093199388896e-09,4.43754575596769e-09,16.8,1.4894646595864425,1.9088970407043535,-0.7916548119555296,0.04592418130086031,4.574166625379229e-06,0.6363636363636364,0.6363636363636364,1.5545426057528289e-09,1.7664417706342306e-09,0.3492021240360215,0.0,0.838607878063159,0.8358034533325177,1.1950466667663303e-06,0.007678151358049945,6.396400346789638,0.940500735569035,1.1100369343562642,1.1880248984831514,1.2176816278522657,1.974649339782561,0.7951715887766171
RV-563,True,61.72032141893215,1.2819462119167426,296.2266184847567,2457513.119391093,0.8442472942262447,0.0025,0.25,0.4720417534066251,0.5962160907781326,2.959403063421845,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457513.244391092,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,1.5132200726561176e-10,296.7231438725854,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,7.521426173855701,0.015220317064186107,0.024892473526368725,0.034846711968861556,0.07692284199418652,0.27997341956512173,4719.8309848268,305.08660651407394,296.5253494943043,1.6316716291477746,290.04375416636253,390.4156005025259,0.3069306930693069,0.45544554455445546,103.58970847335885,0.016293013555787276,18.224942183203737,0.026524518939316448,0.2717854265480887,3.1026342088810988,24.078028567700887,0.9700329578255165,296.72314387258535,-7.90331119796257e-05,0.00010015606357028666,0.5728166663103013,0.03318821565993151,0.0066550362312104375,0.0023589525798885505,23.200000000000003,157.57728127594015,2.277218907977524,-3.108557564012741,1.5056441012048425,1.6109422203627304,0.0778868779398307,0.0035575752839661773,0.0018116226664586187,0.0004024076451814571,20.0,0.39609100231356736,-0.9980786159413597,0.914790107590383,0.031008835091369112,0.0005046915372006477,0.00025727294229272433,0.00015297966400817548,7.2,0.5666087458956526,2.6963915237296256,1.6340176155960582,0.13597173846481364,0.05413396102998734,0.8620689655172413,0.31034482758620685,4.799155406409739e-09,4.240474638095293e-11,0.37837766506056014,0.0,0.6937509756696297,0.7312033578349021,0.00010428362588833945,0.013086928364657524,-1.0043376950254777,1.0165221491844285,1.12724228342292,1.6605860040473548,1.7831582211830224,1.947803643301183,1.0490411374032993
RV-564,True,57.4631482402038,1.1916425384285654,263.94348205306324,2458314.4987935564,0.7797446703061182,0.0025,0.25,-0.0299671548567182,-0.511314727552144,3.111769571728602,True,9.0,4.0,8.0,12.0,17.0,1.1136363636363635,1.2727272727272727,1.4306569343065692,1.1428571428571428,1.2846715328467153,1.1240875912408759,7.762376237623762,inf,9.999999999999999e-05,2458314.623793556,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,263.9398127751924,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,10.951883650562067,0.012826348491685726,0.034468164512170746,0.07953992551756704,0.12877105417099724,0.2070744710457351,6403.346574238329,271.4198380502803,264.11761430475934,2.282393194943495,249.51607074915617,692814.2238262981,0.26732673267326734,0.4752475247524752,117.64219814476606,0.017356289919466816,18.31722625197579,0.03236241548291241,-0.6935476442274336,3.2586483019225163,24.85359136175197,0.9541490118759826,263.9398127751925,-8.658995678334445e-05,8.585026549220916e-05,0.426117711667273,0.01819033419682827,0.004590656701519098,0.001331429387156641,23.200000000000003,249.79286586794612,2.921049446841782,1.7190428898878525,-0.5261815409694426,1.4470017368084085,0.03442922736914666,0.0038478966510392884,0.00012095921322596719,0.0001325598605528795,10.4,0.5363879944214285,0.21563805055748933,2.3338275017189933,0.013494774185968587,0.000769823417755259,0.0003037510798934784,6.161461117549096e-05,10.4,-2.3265777897400612,-1.7351364055530198,0.5416927523395816,0.08079745672723915,0.031669122912463585,0.44827586206896547,0.44827586206896547,3.4512085411719795e-09,4.9400339374727764e-09,0.3854256128154323,0.0,0.7278608402516463,0.7374618932067385,0.0001430417716431383,0.00978084847935179,-7.77881756808025,0.960297537413302,1.0535156672308656,1.0314832316619926,1.1119584105587428,1.936879532954809,0.9360343079168225
RV-565,True,46.12349940144185,0.9511045327578572,-2496.239952286595,2457543.210283934,0.6079318091127552,0.0025,0.25,0.3055063641202131,0.4580099810446608,3.0646531589074097,True,9.0,1.0,8.0,13.0,17.0,1.1136363636363635,1.264516129032258,1.3900709219858156,1.135483870967742,1.24822695035461,1.0992907801418441,7.920792079207921,inf,9.999999999999999e-05,2457543.3352839346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,3.563449991812742e-10,-2495.917776562784,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,9.015275255580946,,,,,,4890.15520217968,-2484.7558129507615,-2496.286338498237,2.0039245769830814,-2502.7863634619234,,0.3069306930693069,0.4752475247524752,,0.021363869424030082,18.247141551025912,0.08751216480861437,0.6478212854546685,3.234405055245469,24.95736644205041,0.9573478654111677,-2495.917776562784,-17.24586862735326,15.024342546229596,0.6222636453678032,0.034939722859056555,0.005769953947090166,0.0018004182919506865,16.8,157.57728127594015,0.7314688302928904,-2.7054906211141856,0.3870023927773134,1.6931910260432146,0.12416525722797267,0.0023504803972261784,0.0012693105778401623,0.0004001391270173586,10.4,-2.926983759554269,-2.8139951572046455,-1.3799648456852356,1.3011960725142926e-06,7.177209295828196e-08,3.4971038893431582e-09,4.346889186587869e-09,7.2,-0.8494101841831443,-2.975609292092492,-1.4296342707889613,0.19953802243192584,2.091068765145666e-06,0.6190476190476191,0.42857142857142855,5.3945962141810355e-09,3.666231540577769e-09,0.3363962720122443,0.0,0.7157811398287747,0.6673601944811606,1.5933116108155524e-06,-0.0048998069078152184,2.9312937445246927,1.0631445771178738,1.0979706712610116,1.258475008319838,1.4824456442353324,1.819987978885159,1.0086400908131097
RV-566,False,0.0,0.0,1297.5430143728065,2457401.335802592,0.0,0.0025,0.25,-0.0313190980430927,0.5625188728505113,3.438508063072731,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457401.460802592,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,1.5132200726561173e-10,1297.511695274763,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,12.492757329818573,,,,,,6719.126501302574,1312.5196216774907,1298.1055332456567,1.7373264512275455,1287.5341070178536,,0.2376237623762376,0.6732673267326733,,0.006109481915933529,18.4108985402866,0.04614052035868481,0.6696425795370882,3.438508063072747,24.433993432659744,0.8653573688996303,1297.5116952747628,-73.83276073802467,32.22583824686123,1.557715842427557,0.1512429598786305,0.03783837283225223,0.01739766706999995,20.0,39.55799951285221,-2.352941664225099,-1.2905486735115221,-0.11727347621679968,2.084298869291083,0.6632817808744805,0.03862475572798268,0.008169857046572094,0.0018930567094812484,20.0,-1.4478624440984165,-2.486514642148284,-0.00031933146420890445,0.2814929490370224,0.00825008690013048,0.004705026854775088,0.0007759676808136125,10.4,1.4071084108028746,-3.06490917085225,-0.607784055642014,0.42580409263914065,0.18070879256022812,1.0,0.52,1.1862741899903995e-09,1.5771531192143584e-08,0.41290597574846055,0.0,0.8818720524141032,0.6272235676017458,6.387561730399808e-06,-0.0018407100137665111,-11.660029777830056,1.1530646176460675,1.082481258891091,1.4628624440334352,1.455150879405641,1.9165080107736285,0.8897798478359082
RV-567,False,0.0,0.0,823.3042888451864,2457401.6487106257,0.0,0.0025,0.25,0.1698641116147208,-0.4512457084803233,3.146674418346088,True,11.0,4.0,9.0,13.0,17.0,1.0983606557377048,1.2108433734939759,1.3581081081081081,1.102409638554217,1.2364864864864866,1.1216216216216215,8.673267326732674,inf,9.999999999999999e-05,2457401.7737106252,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,823.4741529568013,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,10.678503953422307,,,,,,6080.419896546299,837.362770619756,822.8530431367061,1.6211117278870688,816.0057627129114,,0.21782178217821782,0.6435643564356436,,0.021057951482479787,18.222811211248356,0.056844809860516016,1.02780033945623,3.146674418346092,23.367259851077062,0.8862128483620052,823.4741529568012,-661.0593986477118,560.1074025608996,0.30140478851661096,0.017431865335082945,0.0068420427513630954,0.0015495742373697614,23.200000000000003,395.973806206598,3.081341698594974,1.7846037219928088,2.973269310173541,1.455268896027312,0.29195996258820167,0.032997597127771894,0.0015500532762821066,0.001015412510148266,7.2,2.019276769814103,-2.666382078707035,-0.36172311977491023,0.19449806008275267,0.00671002415236458,0.002613363371759303,0.00044494043859935964,7.2,0.6365886590130916,1.8607874704385428,2.6187385015746765,0.9686639818335575,0.6453051427616371,0.31034482758620685,0.31034482758620685,3.0464044065148244e-09,2.82473205936995e-09,0.3861024917202504,0.0,0.8802485112504719,0.8810176416419326,1.4213170251237988e-05,0.0020332224876256078,1.9263497017290903,0.847699457449877,1.0982574794565476,1.6515832526981704,1.4458676654187497,1.880612570845916,1.0198927324847622
RV-568,False,0.0,0.0,-756.5741605803596,2457556.3612352232,0.0,0.0025,0.25,0.4781046442186083,0.4327342623345075,3.2156864455211718,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457556.4862352237,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,-756.0960559361407,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,9.201429052805224,0.06721486272603412,0.1069653671142928,0.17586854714248767,0.2535889549924031,0.6070190352822726,5611.24866893974,-746.3761062072873,-756.141426318025,1.9695350994879846,-764.7789643128978,2850.118039411186,0.2376237623762376,0.4752475247524752,39.206094763394475,0.006919074504594265,18.529917653115582,-0.2068722452627597,0.4199723773208834,3.2156864455211687,25.831219479732372,0.9913848497146195,-756.096055936141,-124.63494470838776,131.31465476756134,1.2247419521919087e-06,3.4289420853138386e-08,1.0993151890252692e-08,4.3910325532354655e-09,7.2,99999999.99999979,-1.4603886826446038,1.0505199854441163,0.3228065520068333,1.1537789677104806,1.2437590605799573e-06,6.457044974275816e-08,2.8158394733285777e-09,5.5147725999932795e-09,10.4,0.7134755815697427,1.514576910193438,1.1688033447690365,1.2437566434234233e-06,6.457044445001837e-08,2.8158386225352074e-09,5.514772296877768e-09,10.4,0.7134756670043783,1.5145770984447438,1.1688029748360225,1.0155274409878863,1.0155254673831366,1.4444444444444444,1.4444444444444444,1.118932895015183e-14,2.2203852958121713e-14,0.35927270449845355,0.0,0.9822117143816012,0.9822115064942215,1.80655664696221e-05,6.232983196241548e-08,-1.5465254793239172,0.730384486495244,1.0,1.6130561480277694,1.4467658891256807,2.4802160356263925,0.9929663963657152
RV-569,False,0.0,0.0,-471.56169367486655,2457488.4923072583,0.0,0.0025,0.25,-0.4807621110604615,-0.5108210475092403,3.1210314323549198,True,1.0,,,,,,,,,,,7.801980198019802,inf,9.999999999999999e-05,2457488.6173072583,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,1.5132200726561176e-10,-472.04245578592696,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,9.728857761755705,0.010389014821849573,0.02519374446599952,0.04976838284496364,0.11493073266345667,0.41373644045306973,6128.190047168663,-463.36823380769624,-472.0725147223758,1.8754928449233148,-482.82594933120765,20014.841049698818,0.27722772277227725,0.5247524752475248,102.40981139768839,0.012854792266556973,18.228918429526264,0.03437235065670919,-0.3832770772920713,3.1210314323549215,23.992690289015865,0.9620052666649331,-472.04245578592696,-4.140899668294224e-05,6.36645746565846e-05,0.30525149717631167,0.020055598459487164,0.003926907787162118,0.0018321449686697691,23.200000000000003,395.973806206598,-0.730819840407127,0.5852026101511376,1.0451494239238444,1.3647671394467176,1.2087135622754198e-06,7.941490386874674e-08,1.5549526498929592e-08,7.254814023117412e-09,23.200000000000003,-0.7308198086840816,0.5852027662177266,1.045149563600479,1.2087111526840045e-06,7.941489115995836e-08,1.5549526766808496e-08,7.2548138785706815e-09,23.200000000000003,-0.7308197769609774,0.585202922284193,1.0451497032770658,3.959730168259497e-06,3.959722274468843e-06,1.0,1.0,1.8655132438816224e-09,3.878365462117728e-09,0.3275665812694724,0.0,0.7862956212515825,0.7862952708576288,4.2555611523578976e-05,0.005266498986657098,1.0936800743596964,0.9920761974604348,1.119892254514528,1.2492877101381512,1.6189641319614874,1.9005466861303904,1.0106573825709713
RV-570,True,19.718081595402552,0.390989609599448,-307.60810546727134,2457692.3046018938,0.2078497211424629,0.0025,0.25,0.4495937193297239,0.7753944381506253,2.91061191346346,True,11.0,5.0,9.0,13.0,17.0,1.0972972972972972,1.2228915662650603,1.3716216216216217,1.1144578313253013,1.25,1.1216216216216215,8.712871287128714,inf,9.999999999999999e-05,2457692.4296018938,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,2.7375181124916433e-10,-307.15929173201755,10737418.0,0.0001,101.0,,1.3552527156068805e-20,0.25,9.454132261398428,0.005646142563135558,0.024950214648593243,0.04715714717859409,0.06128498893098794,0.08762256752837015,4820.840182316163,-298.505011670971,-306.6944665862909,1.9681754240776286,-317.41327619376784,19386.590719022686,0.1782178217821782,0.48514851485148514,205.75986848817737,0.014122698000225961,18.079294434295143,0.0679070463587155,-0.37039754658813534,2.9450296492689585,22.225182161743007,0.923117140006339,-307.15929173201766,-4.848511133929614e-05,4.659014724726215e-05,0.6198534775611833,0.051027184863090824,0.013210736914670396,0.0009495112829526516,20.0,157.57728127594015,1.5354067444993535,2.0935226795475077,-0.10581040202052931,1.898397742987999,0.2644106999156958,0.026073731665435407,0.002140816829852698,0.0007205764375062182,26.400000000000002,3.1013719815184517,-2.6577133561484394,0.9938005296265724,1.133768057883902e-06,3.2042936007047814e-08,7.602087940952628e-09,3.3360683904435335e-09,4.0,1.9598461334034154,1.2503884110851724,1.4003671592592524,0.42656968055744576,1.8290904204405183e-06,1.32,0.2,4.5707375662118466e-09,8.637688342361116e-10,0.36198548473378167,1.0,0.6629675110778831,0.6164295064715574,8.617978626516088e-05,0.0022016476149246955,0.24703772588899175,1.0000866172041745,0.8549195217226178,1.288451565751681,1.0918253852915731,1.8502261223293863,0.8285773252034039
RV-571,True,44.84708203339307,0.92402901282955,-511.86814926544,2457496.635314913,0.5885921520211072,0.0025,0.25,-0.3972294239037386,-0.5661715466280595,3.5895271802539863,True,11.0,5.0,9.0,13.0,17.0,1.0972972972972972,1.2155688622754492,1.3624161073825503,1.1077844311377247,1.2416107382550337,1.1208053691275168,8.594059405940595,inf,9.999999999999999e-05,2457496.760314913,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025,0.0024999999441206455,1.5132200726561173e-10,-512.2730911804567,inf,0.0001,101.0,,1.3552527156068805e-20,0.25,14.365572869382135,0.008306759235665087,0.015568494650043023,0.039430907348921636,0.06259662849806372,0.5965373091000263,8209.701872263038,-497.46202333914897,-512.0559186458771,2.3190096625019123,-526.1931690779132,451751.09243745066,0.21782178217821782,0.6633663366336634,212.1203472337814,0.007961276351824724,18.633717561273563,-0.09448525341140712,-0.02033224084080525,3.5827630283418324,26.462086525300986,0.9198860676754397,-512.2730911804566,-5.4736447468705575e-05,5.878738473971762e-05,0.0900423391602024,0.0014265731589602176,0.0014247525789265261,0.00023450314018648967,29.6,1577.3415391809533,-0.8142844565053158,-1.9954084938034418,-3.048333407675798,1.1716044280596263,1.4202723865521922e-06,2.2501937073833998e-08,2.2473213514117024e-08,3.698915248540263e-09,29.6,-0.8142844877735189,-1.9954084841002577,-3.0483334318247617,1.4202695546859346e-06,2.2501943124565688e-08,2.247321277027442e-08,3.6989150562356084e-09,29.6,-0.8142845190416332,-1.9954084743970222,-3.048333455973603,1.577338394136183e-05,1.5773352490976555e-05,1.0,1.0,1.4963616457031037e-10,9.863685840327818e-10,0.3477068493073371,0.0,0.9907862220325412,0.9907860982195905,4.7728713101098835e-05,0.0022324302502738647,6.727535768373006,1.002841836582435,0.9157977429545223,1.1449987407878415,1.2734618116256906,2.2015876289941927,1.0185947899863566
