ID,Pulsating,frequency,amplitudeRV,offsetRV,refepochRV,phase,S1_Ps,S1_Tobs,S2_errorRV_dist_idx,S2_errorRV_dist_name,S2_errorRV_dist_loc,S2_errorRV_dist_scale,S2_errorRV_mean,S2_errorRV_median,S2_errorRV_stdev,S3_sampling_idx,S3_Tobs,S3_Ps_mean,S3_Ps_median,S3_Ps_stdev,S3_NumPoints,S4_errorRV_mean,S4_errorRV_median,S4_errorRV_stdev,S1_file,S2_file,S3_file,S4_file
Star-00290,False,0.0,0.0,0.0,2458129.5754,0.0,0.0016,100.0,230,beta,1.102225181457551,1.0760776918970847,1.5315310155037518,1.47,0.339976126535022,21,1124.9461701964028,16.303567684005838,4.056117796339095,41.47561984188542,70,1.549,1.4849999999999999,0.34502235952388444,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00290.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00290.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00290.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00290.dat
Star-00291,False,0.0,0.0,0.0,2457436.2682,0.0,0.0016,100.0,218,lognorm,1.0550033268645311,0.2237212839511999,1.4263445384873843,1.28,0.42089601914485775,171,2068.0949558354914,121.65264446091126,18.022018751129508,194.81198536309654,18,1.7077777777777776,1.32,0.7672646621136641,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00291.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00291.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00291.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00291.dat
Star-00292,False,0.0,0.0,0.0,2457434.7816,0.0,0.0016,100.0,41,lognorm,1.0521931585609328,0.676768966716645,1.8721961248620023,1.73,0.5199151815149156,113,1418.148885069415,78.78604917052306,16.469911562744528,114.33224938504053,19,2.0410526315789475,1.76,0.7032997020574708,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00292.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00292.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00292.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00292.dat
Star-00293,False,0.0,0.0,0.0,2457407.17,0.0,0.0016,100.0,200,lognorm,1.0524657138904756,0.7496275158162098,1.9242138525783588,1.8,0.5063315961061284,226,1639.6843000440858,27.791259322781116,5.0927935522049665,85.91087880438916,60,1.9355000000000002,1.74,0.6719484727268901,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00293.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00293.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00293.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00293.dat
Star-00294,False,0.0,0.0,0.0,2457400.9994,0.0,0.0016,100.0,133,genextreme,1.3036675169998895,0.4806887372103732,2.1741276139581767,1.51,1.6732725421384327,201,1863.907537444029,143.37750288030992,15.972845965065062,218.47254294394187,14,2.1235714285714287,1.45,1.7441232228046648,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00294.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00294.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00294.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00294.dat
Star-00295,False,0.0,0.0,0.0,2457393.919,0.0,0.0016,100.0,12,genextreme,1.393742007077484,0.2671522006803101,1.593832098686421,1.5,0.41163634105003594,90,1643.648836302571,33.54385380209329,16.92772078514099,52.29448619343761,50,1.6144,1.4649999999999999,0.4450400431421874,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00295.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00295.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00295.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00295.dat
Star-00296,False,0.0,0.0,0.0,2457411.9617,0.0,0.0016,100.0,163,lognorm,1.3009884778253415,0.8103642360250034,2.6375901185581028,2.11,1.5076755849345724,120,1462.0554769313894,112.46580591779919,28.96336416201666,143.70460015869227,14,4.222857142857142,2.815,2.891268699702183,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00296.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00296.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00296.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00296.dat
Star-00297,False,0.0,0.0,0.0,2457434.7684,0.0,0.0016,100.0,194,dweibull,1.5388755963743042,0.5418939895284527,1.5568261307819073,1.54,0.5411888249285121,204,243.23514218442142,81.07838072814047,31.004895232617855,71.55833964513668,4,1.4100000000000001,1.33,0.21771541057077243,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00297.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00297.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00297.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00297.dat
Star-00298,False,0.0,0.0,0.0,2457393.9355,0.0,0.0016,100.0,74,genextreme,1.3606276034886795,0.32860184827022143,1.7176549175213196,1.49,0.7703371268422375,111,1402.2088476698846,100.15777483356318,14.446490411879495,130.76350388979662,15,1.738,1.46,0.7786757990332047,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00298.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00298.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00298.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00298.dat
Star-00299,False,0.0,0.0,0.0,2457841.2401,0.0,0.0016,100.0,7,lognorm,1.0395117808295105,0.5541108882146697,1.7043687301003183,1.59,0.4165899177097126,22,1036.0322388866916,12.63453949861819,2.965987842530012,37.19273629521878,83,1.6671084337349398,1.51,0.46850063357887983,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00299.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00299.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00299.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00299.dat
Star-00300,False,0.0,0.0,0.0,2457395.6668,0.0,0.0016,100.0,101,lognorm,1.2273870703300396,0.007537385082491414,1.740929585126638,1.24,0.8997476503577639,60,1060.022417949047,10.495271464842048,1.948646946810186,34.33247283812172,102,1.6666666666666663,1.23,0.8644451165210688,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00300.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00300.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00300.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00300.dat
Star-00301,False,0.0,0.0,0.0,2459191.2564,0.0,0.0016,100.0,119,genextreme,1.1566161297180826,0.2602965749391953,1.468972496440057,1.26,0.6887243033034965,121,1369.2493471121415,105.32687285478012,28.91315073845908,128.04547411504018,14,1.442142857142857,1.2349999999999999,0.6832504097686145,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00301.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00301.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00301.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00301.dat
Star-00302,True,70.34,1.46,0.0,2457414.5792,0.11,0.0016,100.0,41,lognorm,1.0521931585609328,0.676768966716645,1.8721961248620023,1.73,0.5199151815149156,3,1383.129756542854,14.113568944314837,3.0318568707443774,31.879675386322077,99,1.8278787878787879,1.65,0.5624069354703918,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00302.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00302.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00302.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00302.dat
Star-00303,False,0.0,0.0,0.0,2457411.382,0.0,0.0016,100.0,163,lognorm,1.3009884778253415,0.8103642360250034,2.6375901185581028,2.11,1.5076755849345724,19,1306.6472323117778,8.269919191846695,1.9981778198853135,29.592456469343446,159,2.5957232704402515,1.99,1.6780036278247668,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00303.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00303.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00303.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00303.dat
Star-00304,False,0.0,0.0,0.0,2457400.1125,0.0,0.0016,100.0,23,expon,1.035237441974626,0.5210930949262107,1.5559683845058478,1.4,0.5183534118459059,203,1781.1959622651339,32.38538113209334,9.952855380252004,64.16216805666264,56,1.623392857142857,1.385,0.5686552959950917,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00304.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00304.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00304.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00304.dat
Star-00305,False,0.0,0.0,0.0,2457399.7502,0.0,0.0016,100.0,207,t,1.56616246299569,0.26166508744988426,1.6625727588358585,1.57,0.8050192449316425,78,2156.084613484796,107.8042306742398,19.441808777861297,173.28844637445624,21,1.6004761904761904,1.58,0.4652339523137661,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00305.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00305.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00305.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00305.dat
Star-00306,False,0.0,0.0,0.0,2457421.4355,0.0,0.0016,100.0,43,genextreme,1.2721939113468728,0.22644876015477033,1.4648759219852483,1.36,0.4019265886759384,136,2221.9119633352384,88.87647853340954,24.995007449761033,169.09138552419785,26,1.541153846153846,1.385,0.4422958192386362,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00306.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00306.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00306.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00306.dat
Star-00307,False,0.0,0.0,0.0,2457452.841,0.0,0.0016,100.0,122,genextreme,2.158613062323594,0.5743276335671726,2.859505447912833,2.39,1.4961114988597768,131,1388.1553256465122,18.758855751979894,3.5054376006592065,45.188300188512194,75,3.0803999999999996,2.5,1.5564895887862533,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00307.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00307.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00307.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00307.dat
Star-00308,False,0.0,0.0,0.0,2460020.8407,0.0,0.0016,100.0,158,genextreme,1.3419063929501385,0.1964799651286104,1.64171917249324,1.42,0.650090757441423,135,1620.7072398872115,19.52659325165315,4.891634248197079,44.428946246257524,84,1.7216666666666667,1.455,0.686790037460908,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00308.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00308.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00308.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00308.dat
Star-00309,False,0.0,0.0,0.0,2457614.281,0.0,0.0016,100.0,3,genextreme,1.2236979341614922,0.2125946347255921,1.3606598294427288,1.3,0.2920818865128162,153,1462.0128722959198,243.66881204931997,41.01966275880113,401.135347952907,7,1.4300000000000002,1.29,0.3518116379135696,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00309.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00309.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00309.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00309.dat
Star-00310,False,0.0,0.0,0.0,2457508.2371,0.0,0.0016,100.0,172,dweibull,1.610006916771367,0.24334482510031433,1.6166438936977008,1.61,0.2578004425775514,69,399.0270452857949,7.38938972751472,0.9357918670866638,21.10238436702689,55,1.5176363636363635,1.51,0.20370177520861346,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00310.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00310.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00310.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00310.dat
Star-00311,False,0.0,0.0,0.0,2457439.7988,0.0,0.0016,100.0,193,genextreme,1.8920383698827972,0.43646027924913267,2.518264347770436,2.07,1.951270308124964,121,1369.2493471121415,105.32687285478012,28.91315073845908,128.04547411504018,14,2.4214285714285713,2.0199999999999996,1.2662704356994723,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00311.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00311.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00311.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00311.dat
Star-00312,False,0.0,0.0,0.0,2457453.6568,0.0,0.0016,100.0,203,lognorm,0.8830891626059911,0.4664307374205341,1.4554331930689108,1.35,0.39844473319329493,53,1591.8335099560209,35.37407799902269,8.970925582107157,69.62066598103151,46,1.5236956521739131,1.315,0.5914586195810732,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00312.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00312.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00312.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00312.dat
Star-00313,False,0.0,0.0,0.0,2457397.6666,0.0,0.0016,100.0,122,genextreme,2.158613062323594,0.5743276335671726,2.859505447912833,2.39,1.4961114988597768,0,1581.6912792096846,22.595589702995493,2.9081635714974254,68.76825555536749,71,3.056338028169014,2.41,1.573993073554046,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00313.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00313.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00313.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00313.dat
Star-00314,False,0.0,0.0,0.0,2457431.7866,0.0,0.0016,100.0,155,beta,1.1206967108555574,0.8703221520229205,1.3450199196812853,1.3,0.18785007692513075,224,742.9945883485489,82.55495426094987,25.953212908934802,90.32700978528163,10,1.339,1.255,0.18565828826098774,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00314.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00314.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00314.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00314.dat
Star-00315,False,0.0,0.0,0.0,2457474.2335,0.0,0.0016,100.0,174,gamma,-0.17603524248398067,0.01736472043565359,1.240460792627318,1.24,0.14888311458271017,156,665.0400187186897,110.84000311978161,40.39804220246151,121.05026463024068,7,1.3085714285714285,1.36,0.14356965173029843,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00315.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00315.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00315.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00315.dat
Star-00316,False,0.0,0.0,0.0,2457555.8619,0.0,0.0016,100.0,48,dweibull,1.394029074261725,0.5016796127582368,1.6132116286139422,1.39,0.8485553349888907,108,2112.2214262690395,117.34563479272441,6.006707109510899,199.15011555171694,19,1.616842105263158,1.36,0.9921112662110718,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00316.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00316.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00316.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00316.dat
Star-00317,False,0.0,0.0,0.0,2457622.2386,0.0,0.0016,100.0,73,genextreme,1.25568371846727,0.26566181362858754,1.5124324410809424,1.36,0.5286724203353823,2,1887.84915870009,85.81132539545864,17.05720016756095,127.218492447363,23,1.5360869565217394,1.36,0.5167518884123151,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00317.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00317.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00317.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00317.dat
Star-00318,False,0.0,0.0,0.0,2458007.9367,0.0,0.0016,100.0,140,beta,0.9152026923365523,1.785725654689598,1.4919782083486666,1.35,0.5154106768960676,37,1394.0216059172526,60.60963503988055,20.047370583750308,127.37250408062239,24,1.3591666666666666,1.2650000000000001,0.3987576192236192,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00318.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00318.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00318.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00318.dat
Star-00319,False,0.0,0.0,0.0,2457436.6112,0.0,0.0016,100.0,85,genextreme,1.1606009850106838,0.21203333672764368,1.3079477128365946,1.24,0.30574742966402324,52,1652.7024844205007,91.81680469002782,19.921451337402686,236.29329502201364,19,1.3357894736842106,1.24,0.3338186679128227,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00319.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00319.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00319.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00319.dat
Star-00320,False,0.0,0.0,0.0,2457407.5012,0.0,0.0016,100.0,47,genextreme,1.1697168729868328,0.20761794126391225,1.3587493000111996,1.25,0.378872440559208,92,1194.779646561481,149.34745582018513,28.4152322136797,254.61117139377106,9,1.451111111111111,1.23,0.4938160801226043,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00320.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00320.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00320.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00320.dat
Star-00321,False,0.0,0.0,0.0,2457394.0007,0.0,0.0016,100.0,34,dweibull,1.4517019779561502,0.3404508493680959,1.5750045599270415,1.45,0.45375701741385016,61,666.0282641709782,27.75117767379076,10.463644373463467,51.87679820798957,25,1.4156,1.37,0.2930949334260147,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00321.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00321.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00321.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00321.dat
Star-00322,False,0.0,0.0,0.0,2457794.7948,0.0,0.0016,100.0,160,genextreme,1.214108202058906,0.20906892615439912,1.3685893025711588,1.29,0.31393124256072746,70,1594.726680251304,54.99057518107945,19.970435521099716,121.66136315954508,30,1.3980000000000004,1.2850000000000001,0.35466791979728496,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00322.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00322.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00322.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00322.dat
Star-00323,True,31.62,0.28,0.0,2457766.0276,0.44,0.0016,100.0,69,lognorm,1.1393018172057925,0.40954427588271203,1.866512055807107,1.55,1.0134840713357314,191,364.98766433261335,16.590348378755152,2.0167861168738455,40.261114437530466,23,2.3847826086956525,1.52,1.9278775659420802,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00323.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00323.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00323.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00323.dat
Star-00324,False,0.0,0.0,0.0,2457484.0153,0.0,0.0016,100.0,145,t,1.2747609123543755,0.174712016766984,1.3064267771715654,1.28,0.32074195526607013,122,431.1059665773064,7.1850994429551065,2.4886914109811187,22.173970798650295,61,1.3119672131147542,1.24,0.34482982104568227,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00324.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00324.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00324.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00324.dat
Star-00325,False,0.0,0.0,0.0,2457453.01,0.0,0.0016,100.0,225,dweibull,1.3648461021352727,0.15342981341001918,1.3667290123358025,1.37,0.16329062265565572,103,379.9200108554214,47.49000135692768,23.91312173055485,72.87994285757034,9,1.2944444444444445,1.27,0.16667407390947234,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00325.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00325.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00325.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00325.dat
Star-00326,False,0.0,0.0,0.0,2457499.7716,0.0,0.0016,100.0,165,t,1.455514737837885,0.13627558218965735,1.6125989984160252,1.46,0.9503549875207263,60,1060.022417949047,10.495271464842048,1.948646946810186,34.33247283812172,102,1.5879411764705882,1.46,0.6532457998113459,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00326.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00326.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00326.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00326.dat
Star-00327,False,0.0,0.0,0.0,2457437.0595,0.0,0.0016,100.0,196,beta,1.0868306743655767,1.5294630624246035,1.5307687876993967,1.45,0.3502209246759528,82,1624.6561819706112,101.5410113731632,7.9481419359799474,350.1857066621248,17,1.5152941176470587,1.43,0.3101065783974889,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00327.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00327.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00327.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00327.dat
Star-00328,False,0.0,0.0,0.0,2457403.9076,0.0,0.0016,100.0,77,t,1.2487119523722359,0.125418208084833,1.3098144029695524,1.25,0.31642854283523103,86,477.7360971318558,95.54721942637116,29.935494584497064,128.17176937386762,6,1.4949999999999999,1.355,0.4435744958102679,../data/SYNTH_RV_SAMPLES/S1_FINAL_ts_files/S1-RV_LP_T100d_Star-00328.dat,../data/SYNTH_RV_SAMPLES/S2_FINAL_ts_files/S2-RV_LP_T100d_Star-00328.dat,../data/SYNTH_RV_SAMPLES/S3_FINAL_ts_files/S3-RV_LP_Star-00328.dat,../data/SYNTH_RV_SAMPLES/S4_FINAL_ts_files/S4-RV_LP_Star-00328.dat
